visa,doc
DECRET EXECUTIF n° 14-193 — fixant les attributions du directeur général de la fonction publique et de la réforme administrative,ARRÊTÉ INTERMINISTÉRIEL n° — portant placement en position d'activité de certains corps spécifiques de la formation et de l'enseignement professionnels auprès des établissements de formation relevant du ministère de la jeunesse et des sports.
DECRET EXECUTIF n° 16-84 — fixant les attributions du ministre de la jeunesse et des sports,ARRÊTÉ INTERMINISTÉRIEL n° — portant placement en position d'activité de certains corps spécifiques de la formation et de l'enseignement professionnels auprès des établissements de formation relevant du ministère de la jeunesse et des sports.
DECRET EXECUTIF n° 20-373 — relatif aux positions statutaires du fonctionnaire,ARRÊTÉ INTERMINISTÉRIEL n° — portant placement en position d'activité de certains corps spécifiques de la formation et de l'enseignement professionnels auprès des établissements de formation relevant du ministère de la jeunesse et des sports.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,"ARRÊTÉ INTERMINISTÉRIEL n° — portant déclaration de certaines communes zones sinistrées, suite aux calamités agricoles survenues durant l'année 2023."
DECRET EXECUTIF n° 95-54 — fixant les attributions du ministre des finances,"ARRÊTÉ INTERMINISTÉRIEL n° — portant déclaration de certaines communes zones sinistrées, suite aux calamités agricoles survenues durant l'année 2023."
DECRET EXECUTIF n° 12-251 — déterminant l'organisation et le fonctionnement du fonds de garantie contre les calamités agricoles,"ARRÊTÉ INTERMINISTÉRIEL n° — portant déclaration de certaines communes zones sinistrées, suite aux calamités agricoles survenues durant l'année 2023."
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire","ARRÊTÉ INTERMINISTÉRIEL n° — portant déclaration de certaines communes zones sinistrées, suite aux calamités agricoles survenues durant l'année 2023."
DECRET EXECUTIF n° 20-128 — fixant les attributions du ministre de l'agriculture et du développement rural,"ARRÊTÉ INTERMINISTÉRIEL n° — portant déclaration de certaines communes zones sinistrées, suite aux calamités agricoles survenues durant l'année 2023."
les rapports des comités techniques des wilayas des calamités agricoles,"ARRÊTÉ INTERMINISTÉRIEL n° — portant déclaration de certaines communes zones sinistrées, suite aux calamités agricoles survenues durant l'année 2023."
constitution_1996,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
ORDONNANCE n° 67-250 — portant organisation générale de la protection civile en temps de guerre,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
"ORDONNANCE n° 76-16 — portant adhésion à la constitution de l'organisation internationale de protection civile, faite le 17 octobre 1966 à Monaco","DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
LOI n° 03-10 — relative à la protection de l'environnement dans le cadre du développement durable,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
LOI n° 04-20 — relative à la prévention des risques majeurs et à la gestion des catastrophes dans le cadre du développement durable,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
LOI n° 19-02 — relative aux règles générales de prévention des risques d'incendie et de panique,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET n° 64-129 — portant organisation administrative de la protection civile,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET PRESIDENTIEL n° 23-404 — portant nomination du Premier ministre,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET EXECUTIF n° 90-188 — déterminant les structures et les organes de l'administration centrale des ministères,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET EXECUTIF n° 91-503 — portant organisation de l'administration centrale de la direction générale de la protection civile,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET EXECUTIF n° 14-104 — portant organisation de l'administration centrale du ministère de l'intérieur et des collectivités locales,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
"DECRET EXECUTIF n° 18-331 — fixant les attributions du ministre de l'intérieur, des collectivités locales et de l'aménagement du territoire","DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
DECRET EXECUTIF n° 19-59 — fixant les modalités d'élaboration et de gestion des plans d'organisation des secours,"DECRET EXECUTIF n° 24-198 — fixant les missions, l'organisation et le fonctionnement de la direction générale de la protection civile."
constitution_1996,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
LOI n° 83-11 — relative aux assurances sociales,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
LOI n° 18-11 — relative à la santé,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET PRESIDENTIEL n° 23-404 — portant nomination du Premier ministre,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET PRESIDENTIEL n° 23-119 — portant nomination des membres du Gouvernement,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 11-92 — érigeant des écoles de formation paramédicale en instituts nationaux de formation supérieure paramédicale,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 11-93 — érigeant l'institut de technologie de santé publique d'El Marsa (Alger) en institut national de formation supérieure paramédicale,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 11-121 — portant statut particulier des fonctionnaires appartenant aux corps des paramédicaux de santé publique,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 11-319 — érigeant des écoles de formation paramédicale en instituts de formation paramédicale,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 20-194 — relatif à la formation et au perfectionnement des fonctionnaires et agents publics dans les institutions et administrations publiques,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
"DECRET EXECUTIF n° 21-136 — fixant les conditions et les modalités d'exploitation, le fonctionnement et l'organisation des activités de santé des établissements privés de santé",DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 21-249 — érigeant l'école de formation paramédicale de Laghouat en institut de formation paramédicale,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
"DECRET EXECUTIF n° 22-220 — fixant les missions, l'organisation et le fonctionnement des instituts nationaux de formation supérieure paramédicale",DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
DECRET EXECUTIF n° 22-404 — portant création d'instituts de formation paramédicale,DECRET EXECUTIF n° 24-199 — fixant les modalités d'organisation des activités de formation paramédicale assurées par les structures et les établissements privés de santé.
